HIP,right ascension_lon,declination_lat,apparent magnitude,Star Name
80112,245.25,-25.58,2.9,
80161,245.25,69.1,5.26,
80170,245.25,19.15,3.74,
80179,245.5,1.01,4.82,
80181,245.5,30.88,4.86,
80197,245.5,33.78,5.2,
80208,245.5,-49.56,5.32,
80212,245.5,-43.9,5.89,
80214,245.5,33.7,5.4,
80309,245.75,61.68,5.67,
80331,245.75,61.5,2.73,
80337,246,-39.18,5.37,
80343,246,-20.03,4.48,
80351,246,6.93,5.83,
80375,246,55.2,5.75,
80390,246,-37.55,5.42,
80399,246,-29.7,5.4,
80460,246.25,37.38,5.53,
80463,246.25,14.03,4.57,
80473,246.25,-23.43,4.57,
80480,246.25,78.95,5.55,
80569,246.75,-18.45,4.22,
80582,246.75,-47.55,4.46,
80620,246.75,-7.58,5.24,
80628,246.75,-8.36,4.62,
80645,246.75,-64.05,5.28,
80650,246.75,68.76,4.94,
80672,247,-37.16,5.79,
80675,247,-58.58,5.67,
80686,247,-70.08,4.9,
80693,247,0.65,5.41,
80704,247,41.86,4.83,
80763,247.25,-26.41,1.06,Antares
80782,247.25,-46.23,5.35,
80793,247.25,-14.55,5.66,
80815,247.5,-25.1,4.79,
80816,247.5,21.48,2.78,Kornephoros
80843,247.5,20.46,5.24,
80874,247.5,-61.63,5.19,
80883,247.5,1.98,3.82,
80894,247.75,-16.6,4.29,
80898,247.75,22.18,5.76,
80911,247.75,-34.7,4.24,
80945,247.75,-41.81,5.31,
80953,247.75,45.58,5.61,
80975,248,-21.45,4.45,
80991,248,60.81,5.92,
81007,248,5.51,5.63,
81008,248,11.48,4.84,
81065,248.25,-78.88,3.86,
81122,248.5,-44.03,4.86,
81126,248.5,42.43,4.2,
81141,248.5,-70.98,5.5,
81252,248.75,-65.48,5.5,
81266,248.75,-28.2,2.82,
81289,249,46.6,5.83,
81290,249,52.88,5.53,
81292,249,52.91,5.07,
81300,249,-2.31,5.77,
81304,249,-35.25,4.18,
81305,249,-42.85,5.46,
81377,249.25,-10.56,2.54,
81437,249.5,56,5.28,
81472,249.5,-43.38,5.83,
81497,249.5,48.91,4.86,
81523,249.75,-37.21,5.93,
81641,250,4.21,5.77,
81660,250,64.58,4.84,
81693,250.25,31.6,2.81,
81702,250.25,-48.75,5.57,
81710,250.25,-68.28,5.89,
81724,250.25,-17.73,4.91,
81729,250.25,26.91,5.92,
81733,250.25,-49.65,5.62,
81734,250.25,1.16,5.74,
81741,250.25,-33.13,5.84,
81754,250.25,-19.91,5.55,
81833,250.5,38.91,3.48,
81852,250.75,-77.5,4.23,
81854,250.75,77.5,5.99,
81966,251,-53.15,5.96,
81972,251,-40.83,5.64,
81992,251.25,-28.5,5.99,
82020,251.25,56.76,4.84,
82028,251.25,15.73,5.6,
82073,251.25,8.56,5.15,
82080,251.25,82.03,4.21,
82110,251.5,-58.5,5.74,
82129,251.5,-67.1,5.1,
82135,251.5,-39.36,5.48,
82171,251.75,-58.33,5.55,
82172,251.75,42.23,5.86,
82216,251.75,5.23,5.22,
82273,252,-69.01,1.91,Atria
82321,252.25,45.98,4.82,
82350,252.25,13.25,5.91,
82363,252.25,-59.03,3.77,
82369,252.25,-10.76,4.64,
82396,252.5,-34.28,2.29,
82402,252.5,7.23,5.48,
82422,252.5,29.8,5.73,
82480,252.75,1.2,5.51,
82493,252.75,-41.21,5.23,
82504,252.75,24.65,5.03,
82514,252.75,-38.03,3,
82545,253,-38.01,3.56,
82587,253,31.7,5.34,
82611,253.25,47.4,5.99,
82621,253.25,-20.4,5.86,
82650,253.25,-43.05,5.95,
82671,253.25,-42.35,4.7,
82672,253.5,-57.9,5.91,
82673,253.5,10.15,4.39,
82676,253.5,-41.8,5.46,
82716,253.5,-42.46,5.84,
82729,253.5,-42.35,3.62,
82730,253.5,-6.15,5.23,
82764,253.5,20.95,5.39,
82775,253.5,-41.15,5.78,
82802,253.75,18.41,5.35,
82806,253.75,-63.26,5.99,
82860,254,65.13,4.88,
82902,254,-52.28,5.94,
82925,254,-23.15,5.57,
82960,254.25,-33.25,5.48,
83000,254.25,9.36,3.19,
83057,254.5,-50.63,5.53,
83081,254.5,-55.98,3.12,
83150,254.75,-69.26,5.79,
83153,254.75,-53.15,4.06,
83176,254.75,-25.08,5.88,
83187,255,-54.58,5.64,
83196,255,-24.98,5.74,
83207,255,30.91,3.92,
83216,255,-48.63,5.98,
83235,255,-35.93,5.95,
83254,255,22.61,5.69,
83262,255.25,-4.21,4.82,
83313,255.25,33.56,5.27,
83336,255.25,-32.13,5.03,
83367,255.5,25.5,5.76,
83430,255.75,14.08,4.97,
83431,255.75,-53.23,5.27,
83478,255.75,13.6,5.91,
83491,255.75,-38.15,5.91,
83535,256,-57.7,5.73,
83574,256,-34.11,4.83,
83601,256.25,0.7,6,
83608,256.25,54.46,4.91,
83613,256.25,12.73,4.89,
83635,256.25,-0.88,5.63,
83692,256.5,22.08,5.56,
83693,256.5,-37.21,5.98,
83838,257,35.93,5.41,
83854,257,-17.6,5.98,
83895,257,65.7,3.17,
83896,257,-30.4,5.93,
83947,257.25,40.76,5.07,
83962,257.25,-10.51,5.43,
84012,257.5,-15.71,2.43,
84033,257.5,-44.55,5.06,
84105,257.75,-48.86,5.94,
84143,258,-43.23,3.32,
84150,258,-39.5,5.66,
84177,258,10.58,5.32,
84183,258,62.86,5.54,
84226,258,-32.43,5.95,
84248,258.25,-67.18,5.87,
84345,258.5,14.38,2.78,Rasalgethi
84379,258.75,24.83,3.12,
84380,258.75,36.8,3.16,
84401,258.75,-33.53,5.6,
84402,258.75,-14.58,5.98,
84405,258.75,-26.6,4.33,
84425,258.75,-38.58,5.95,
84431,258.75,23.73,5.99,
84500,259,1.2,5.89,
84514,259,-0.43,4.72,
84551,259.25,-32.65,5.53,
84573,259.25,33.1,4.8,
84606,259.25,37.28,4.64,
84626,259.5,-24.28,5.14,
84631,259.5,17.31,6,
84656,259.5,38.8,5.97,
84671,259.5,10.85,5.03,
84690,259.5,-44.11,5.76,
84691,259.5,28.81,5.68,
84709,259.5,-34.98,5.91,
84720,259.75,-46.63,5.47,
84731,259.75,-59.68,5.93,
84769,259.75,80.13,5.74,
84821,260,25.53,5.36,
84833,260,18.05,5.01,
84835,260,46.23,5.51,
84862,260,32.46,5.38,
84880,260,-12.83,4.32,
84887,260,24.48,5.13,
84893,260.25,-21.1,4.39,
84949,260.25,39.96,5.55,
84950,260.25,53.41,5.69,
84969,260.25,-67.76,4.76,
84970,260.5,-24.98,3.27,
84979,260.5,-70.11,5.39,
85048,260.5,-37.21,5.91,
85049,260.5,-58,5.86,
85068,260.75,-56.51,5.76,
85079,260.75,-47.46,5.21,
85084,260.75,-28.13,5.3,
85112,260.75,37.13,4.15,
85139,260.75,8.85,5.77,
85147,261,-62.85,5.69,
85157,261,22.95,5.7,
85162,261,-44.15,5.1,
85169,261,-60.66,5.76,
85185,261,16.3,5.75,
85207,261,-21.43,5.82,
85258,261.25,-55.51,2.84,
85267,261.25,-56.36,3.31,
85290,261.25,60.03,5.65,
85312,261.5,-50.63,5.19,
85340,261.5,-24.16,4.16,
85355,261.5,4.13,4.34,
85365,261.5,-5.08,4.53,
85379,261.5,48.25,5.83,
85382,261.5,34.68,5.94,
85385,261.5,20.06,5.52,
85389,261.5,-45.83,5.28,
85409,261.75,-50.61,5.9,
85423,261.75,-29.86,4.28,
85442,261.75,-29.71,5.98,
85470,261.75,-52.28,5.72,
85520,262,-55.16,5.93,
85537,262,0.31,5.41,
85543,262,-36.76,5.98,
85667,262.5,-1.05,5.31,
85670,262.5,52.3,2.79,Rastaban
85693,262.5,26.1,4.41,
85696,262.5,-37.28,2.7,
85699,262.5,86.96,5.78,
85715,262.5,31.15,5.63,
85727,262.75,-60.68,3.6,
85749,262.75,2.71,5.57,
85751,262.75,-56.91,5.99,
85755,262.75,-23.95,4.78,
85760,262.75,-80.85,5.83,
85790,262.75,28.4,5.66,
85792,262.75,-49.86,2.84,
85805,262.75,68.13,5.07,
85819,263,55.18,4.89,
85822,263,86.58,4.35,
85829,263,55.16,4.86,
85888,263.25,41.23,5.72,
85889,263.25,-41.16,5.84,
85912,263.25,19.25,5.65,
85922,263.25,-5.73,5.61,
85927,263.25,-37.1,1.62,Shaula
85930,263.25,16.31,5.68,
85998,263.5,9.58,5.8,
86011,263.5,-32.56,5.69,
86019,263.5,-11.23,5.54,
86032,263.5,12.55,2.08,Rasalhague
86036,263.5,61.86,5.23,
86092,263.75,-46.5,4.56,
86170,264,-38.63,4.26,
86182,264,48.58,5.35,
86201,264,68.75,4.77,
86219,264.25,72.45,5.87,
86228,264.25,-42.98,1.86,Sargas
86248,264.25,-50.05,5.89,
86254,264.25,24.3,5.76,
86263,264.25,-15.38,3.54,
86266,264.25,-15.56,5.94,
86284,264.25,-8.11,4.58,
86305,264.5,-54.5,5.25,
86313,264.5,-10.91,5.74,
86414,264.75,46,3.82,
86486,265,-49.4,4.76,
86552,265.25,-46.91,5.78,
86561,265.25,51.81,6,
86565,265.25,-12.86,4.24,
86575,265.25,6.3,5.97,
86614,265.25,72.13,4.57,
86620,265.25,72.15,5.81,
86623,265.25,15.95,5.54,
86667,265.5,24.55,5.56,
86670,265.5,-39.01,2.39,
86698,265.5,-36.93,5.53,
86731,265.75,24.31,5.73,
86736,265.75,-21.66,4.86,
86742,265.75,4.56,2.76,Cebalrai
86782,265.75,53.8,5.75,
86796,266,-51.83,5.12,
86847,266,-42.71,5.87,
86871,266,-57.53,5.97,
86929,266.25,-64.71,3.61,
86974,266.5,27.71,3.42,
87044,266.75,17.68,5.61,
87072,266.75,-27.81,4.53,
87073,266.75,-40.11,2.99,
87074,266.75,-14.71,5.93,
87108,266.75,2.7,3.75,
87158,267,20.55,5.69,
87194,267,25.61,5.09,
87212,267.25,50.76,5.02,
87220,267.25,-31.7,4.79,
87234,267.25,76.95,5.02,
87261,267.25,-37.03,3.19,
87294,267.5,-40.08,4.78,
87308,267.5,29.31,5.51,
87314,267.5,-53.6,5.68,
87390,267.75,-40.76,5.94,
87393,267.75,-60.15,5.78,
87460,268,-34.78,5.88,
87472,268,-34.41,5.84,
87491,268,1.3,5.91,
87558,268.25,6.1,5.77,
87563,268.25,40,5.17,
87569,268.25,-34.88,5.58,
87585,268.25,56.86,3.73,
87616,268.25,-34.75,6,
87728,268.75,72,5.43,
87747,268.75,26.03,5.47,
87777,268.75,22.45,5.62,
87808,269,37.25,3.86,
87812,269,0.66,5.82,
87813,269,-15.8,5.93,
87833,269,51.48,2.24,Etamin
87836,269,-28.05,5.76,
87846,269,-44.33,4.85,
87847,269,-4.06,5.44,
87875,269.25,0.06,5.95,
87933,269.25,29.23,3.7,
87936,269.25,-41.7,4.88,
87998,269.5,30.18,4.41,
88012,269.5,-28.75,5.99,
88038,269.5,-36.85,5.74,
88048,269.75,-9.76,3.32,
88060,269.75,-30.25,5,
88101,269.75,-4.81,5.86,
88116,269.75,-23.8,4.74,
88122,269.75,45.5,5.69,
88128,270,16.75,4.67,
88136,270,80,5.74,
88149,270,4.36,4.79,
88175,270,-3.68,4.62,
88192,270,2.91,3.93,
88267,270.25,21.58,4.26,
88290,270.25,1.3,4.42,
88298,270.25,-22.76,5.72,
88331,270.5,20.83,5.25,
88380,270.5,-24.26,5.37,
88404,270.75,-8.16,4.77,
88469,270.75,-24.35,5.89,
88550,271,-35.9,5.98,
88567,271.25,-29.56,4.66,
88601,271.25,2.5,4.03,
88635,271.25,-30.41,2.98,Nash
88636,271.25,32.21,5.72,
88657,271.5,22.21,4.96,
88670,271.5,-8.31,5.84,
88684,271.5,-4.75,5.74,
88694,271.5,-36.01,5.94,
88714,271.5,-50.08,3.65,
88726,271.5,-43.41,4.92,
88745,271.75,30.55,5.05,
88765,271.75,8.73,4.64,
88771,271.75,9.55,3.71,
88788,271.75,43.45,5,
88794,271.75,28.75,3.84,
88816,271.75,-17.15,5.52,
88817,271.75,26.08,5.79,
88818,271.75,26.1,5.83,
88836,272,36.4,5.49,
88839,272,-28.45,4.55,
88866,272,-63.66,4.33,
88886,272,20.8,4.37,
88899,272,20.03,5.1,
88964,272.25,3.98,5.71,
89000,272.25,3.11,5.67,
89008,272.25,36.45,5.57,
89020,272.5,-30.71,5.53,
89042,272.5,-62,5.47,
89047,272.5,54.28,5.97,
89065,272.5,3.31,5.5,
89099,272.75,-41.35,5.86,
89112,272.75,-45.95,4.52,
89115,272.75,-75.88,5.86,
89153,272.75,-23.7,4.96,
89156,272.75,33.43,5.98,
89172,272.75,31.4,4.96,
89234,273,-73.66,5.86,
89290,273.25,-41.33,5.47,
89341,273.25,-21.05,3.84,
89348,273.25,64.38,4.99,
89369,273.5,-21.7,5.49,
89439,273.75,-20.71,5.29,
89440,273.75,-20.38,5.96,
89448,273.75,68.75,5.96,
89482,273.75,42.15,5.56,
89487,273.75,-63.05,5.58,
89507,273.75,-44.2,5.45,
89587,274,-3,5.99,
89605,274.25,-56.01,5.36,
89609,274.25,-17.36,5.81,
89642,274.25,-36.75,3.1,
89678,274.5,-27.03,4.66,
89772,274.75,7.25,5.41,
89773,274.75,24.43,5.3,
89826,274.75,36.05,4.33,
89851,275,-15.81,5.39,
89861,275,21.95,4.92,
89908,275,71.33,4.22,
89918,275,3.36,4.85,
89925,275,29.85,5.61,
89931,275,-29.81,2.72,Kaus Meridionalis
89935,275.25,28.86,5.12,
89937,275.25,72.73,3.55,
89962,275.25,-2.88,3.23,
89968,275.25,-18.85,5.76,
89981,275.25,49.11,5.02,
90023,275.5,23.28,5.41,
90037,275.5,-38.65,5.09,
90052,275.5,12.01,5.99,
90067,275.5,17.81,5.25,
90074,275.5,-36.66,5.33,
90096,275.75,-12,5.71,
90098,275.75,-61.48,4.35,
90124,275.75,-36.23,5.52,
90133,275.75,-75.03,5.47,
90135,275.75,-8.93,4.66,
90139,275.75,21.76,3.85,
90156,275.75,58.8,4.98,
90185,276,-34.38,1.79,Kaus Australis
90191,276,39.5,5.11,
90200,276,-44.1,5.24,
90260,276.25,-30.75,5.58,
90289,276.25,-20.53,4.81,
90313,276.25,8.01,5.64,
90342,276.25,29.81,5.81,
90344,276.25,65.55,4.82,
90414,276.5,-48.11,5.44,
90422,276.5,-45.96,3.49,
90441,276.75,0.18,5.2,
90485,276.75,-29.81,5.9,
90496,276.75,-25.41,2.82,Kaus Borealis
90497,276.75,6.18,5.71,
90541,277,-38.98,5.63,
90568,277,-49.06,4.1,
90595,277.25,-14.55,4.67,
90606,277.25,-80.21,5.95,
90637,277.25,23.85,5.87,
90642,277.25,-1.98,5.38,
90647,277.25,77.53,5.65,
90662,277.25,-47.21,5.69,
90664,277.25,-57.51,5.74,
90687,277.5,-18.71,5.63,
90762,277.75,16.91,5.76,
90763,277.75,-32.98,5.37,
90797,277.75,-62.26,4.63,
90804,277.75,-10.78,5.77,
90806,277.75,-18.4,5.12,
90830,277.75,-45.9,4.92,
90842,277.75,-43.5,5.71,
90844,277.75,-1,5.93,
90853,278,-45.75,5.07,
90887,278,-39.7,5.16,
90905,278,57.03,4.77,
90913,278,-14.85,5.47,
90915,278,23.61,5.88,
90923,278,30.55,5.47,
90930,278,-73.95,5.88,
90968,278.25,-38.71,5.67,
90982,278.25,-42.3,4.62,
90991,278.25,-14.85,5.74,
91004,278.25,-24.01,5.49,
91013,278.25,52.35,5.38,
91014,278.25,-33,5.28,
91105,278.75,-10.96,5.12,
91117,278.75,-8.23,3.85,
91118,278.75,18.2,5.79,
91139,278.75,23.6,5.62,
91217,279,9.11,5.38,
91235,279,33.46,5.41,
91237,279,6.66,5.43,
91262,279,38.76,0.03,Vega
91315,279.25,62.51,5.74,
91322,279.25,-0.3,5.76,
91347,279.25,-21.38,5.93,
91405,279.5,-23.5,5.78,
91438,279.5,-21.05,5.85,
91461,279.75,-47.9,5.84,
91494,279.75,-43.18,5.42,
91525,279.75,52.18,6,
91532,280,-7.78,5.82,
91726,280.5,-9.05,4.7,
91755,280.5,55.53,5.03,
91792,280.75,-71.41,4.01,
91845,280.75,-8.26,4.88,
91854,280.75,-64.55,5.76,
91875,280.75,-38.31,5.11,
91883,280.75,31.91,5.68,
91918,281,-35.63,4.86,
91919,281,39.66,4.67,
91926,281,39.6,4.59,
91971,281,37.6,4.34,
91973,281,37.58,5.73,
91974,281,-25,5.82,
91975,281,2.05,5.02,
91989,281,-39.68,5.4,
92024,281.25,-64.86,4.78,
92027,281.25,5.5,5.82,
92041,281.25,-26.98,3.17,
92043,281.25,20.53,4.19,
92056,281.25,74.08,5.25,
92088,281.5,26.65,4.83,
92111,281.5,-22.38,5.37,
92112,281.5,75.43,5.37,
92117,281.5,-0.95,5.89,
92133,281.5,52.98,5.91,
92136,281.5,-10.11,5.69,
92161,281.75,18.16,4.34,
92175,281.75,-4.73,4.22,
92202,281.75,-5.7,5.38,
92226,281.75,-40.4,5.2,
92294,282,-65.06,5.71,
92308,282,-43.66,5.46,
92312,282,19.31,5.89,
92367,282.25,-45.8,5.8,
92382,282.25,-43.43,5.6,
92390,282.25,-20.31,5.22,
92391,282.25,-5.9,5.99,
92398,282.25,32.8,5.93,
92405,282.25,32.55,5.22,
92420,282.5,33.35,3.52,Sheliak
92488,282.5,-9.76,5.82,
92512,282.75,59.38,4.63,
92549,282.75,52.96,5.51,
92609,283,-62.18,4.22,
92614,283,21.41,5.43,
92630,283,-46.58,5.51,
92646,283,-52.1,5.18,
92689,283.25,50.7,4.92,
92728,283.25,36.96,5.58,
92747,283.5,-21.35,5.68,
92761,283.5,-22.73,4.86,
92768,283.5,27.9,5.64,
92782,283.5,71.28,4.82,
92791,283.5,36.88,4.22,
92814,283.5,-15.6,5.08,
92818,283.5,22.63,4.57,
92822,283.5,48.85,5.84,
92824,283.5,-87.6,5.29,
92831,283.5,41.6,5.46,
92833,283.5,33.96,5.99,
92845,283.75,-22.66,5,
92855,283.75,-26.28,2.05,Nunki
92862,283.75,43.93,4.08,
92872,283.75,6.6,5.58,
92882,283.75,-16.36,5.56,
92931,284,-23.16,5.91,
92937,284,18.1,5.69,
92946,284,4.2,4.62,
92951,284,4.2,4.98,
92953,284,-42.7,5.35,
92969,284,65.25,5.62,
92989,284,-37.33,5.36,
92997,284,57.8,5.67,
93015,284,-67.23,4.4,
93017,284.25,32.9,5.2,
93026,284.25,-5.83,4.83,
93051,284.25,2.53,5.56,
93057,284.25,-20.65,5.02,
93085,284.25,-21.1,3.52,
93104,284.5,38.25,5.89,
93124,284.5,17.35,5.33,
93148,284.5,-52.93,4.85,
93163,284.5,-60.2,5.14,
93174,284.5,-37.1,4.83,
93179,284.5,13.9,5.91,
93194,284.5,32.68,3.25,
93203,284.75,13.61,5.27,
93225,284.75,-12.83,5.51,
93244,284.75,15.06,4.02,
93256,284.75,26.21,5.26,
93279,285,32.13,4.94,
93287,285,-66.65,5.98,
93299,285,50.53,5.39,
93340,285,55.65,5.51,
93393,285.25,26.28,5.69,
93408,285.25,46.93,5,
93429,285.25,-5.73,4.02,
93498,285.5,-24.83,5.63,
93506,285.5,-29.86,2.6,
93526,285.5,-3.68,5.4,
93537,285.75,-19.23,5.96,
93542,285.75,-42.08,4.74,
93552,285.75,-38.25,5.73,
93574,285.75,-68.75,5.89,
93580,285.75,1.81,5.82,
93624,285.75,-51.01,5.93,
93667,286,-31.03,5.49,
93683,286,-21.73,3.76,
93713,286,53.38,5.4,
93717,286,-4.01,5.4,
93718,286,31.73,5.63,
93747,286.25,13.85,2.99,
93763,286.25,-15.65,5.93,
93805,286.5,-4.86,3.43,
93815,286.5,-52.33,5.17,
93825,286.5,-37.05,4.23,
93843,286.5,28.61,5.53,
93845,286.5,24.25,5.78,
93855,286.5,-16.21,6,
93862,286.5,-48.28,5.95,
93864,286.5,-27.66,3.32,
93867,286.5,11.06,5.07,
93903,286.75,36.1,5.25,
93917,286.75,32.5,5.2,
93996,287,-19.28,5.56,
94005,287,-40.48,4.57,
94013,287,52.41,5.88,
94068,287,6.06,5.23,
94083,287.25,76.55,5.11,
94114,287.25,-37.9,4.11,
94141,287.25,-21.01,2.88,Albaldah
94150,287.25,-68.41,5.31,
94157,287.25,-41.88,5.86,
94160,287.5,-39.33,4.1,
94302,287.75,56.85,5.13,
94311,287.75,31.28,5.93,
94336,288,49.85,5.85,
94376,288,67.65,3.07,
94385,288,-7.93,5.35,
94434,288.25,-25.9,5.79,
94437,288.25,-12.26,5.51,
94477,288.25,2.28,5.14,
94481,288.25,39.13,4.43,
94490,288.25,57.7,5,
94556,288.5,-45.18,5.91,
94620,288.75,21.21,5.65,
94624,288.75,15.08,5.58,
94630,288.75,30.51,5.88,
94643,288.75,-25.25,4.86,
94648,288.75,73.35,4.45,
94703,289,21.38,4.76,
94712,289,-45.45,5.38,
94713,289,38.13,4.35,
94720,289,14.53,5.65,
94727,289,4.83,5.59,
94779,289.25,53.36,3.8,
94789,289.25,-66.65,5.52,
94820,289.25,-18.95,4.88,
94827,289.25,23.01,5.46,
94834,289.25,11.58,5.28,
94885,289.5,1.08,5.1,
94982,289.75,12.36,5.53,
94986,289.75,-35.41,5.59,
95038,290,57.63,5.91,
95066,290,-5.4,4.98,
95073,290,-0.88,5.46,
95077,290,-22.4,5.59,
95081,290,65.7,4.6,
95168,290.25,-17.83,3.92,
95176,290.25,-15.95,4.52,
95188,290.25,-18.3,5.84,
95222,290.5,-0.25,5.81,
95241,290.5,-44.45,3.96,
95260,290.5,26.25,5.22,
95261,290.5,-54.41,5.03,
95294,290.75,-44.78,4.27,
95347,290.75,-40.6,3.96,
95352,290.75,43.38,5.85,
95372,291,29.61,4.99,
95447,291,11.93,5.17,
95456,291.25,-29.3,5.91,
95477,291.25,-24.5,5.02,
95485,291.25,-13.88,5.72,
95498,291.25,19.78,5.14,
95501,291.25,3.1,3.36,
95503,291.25,-23.95,5.45,
95556,291.5,36.31,5.17,
95557,291.5,-15.05,5.71,
95560,291.5,20.08,5.6,
95564,291.5,-21.76,5.57,
95572,291.5,13.01,5.76,
95582,291.5,19.88,5.84,
95585,291.5,0.33,4.64,
95619,291.5,-29.73,5.66,
95656,291.75,52.31,5.73,
95690,291.75,-54.31,5.7,
95732,292,2.91,5.84,
95771,292,24.65,4.44,
95785,292,24.76,5.82,
95793,292.25,1.95,5.79,
95822,292.25,14.58,5.57,
95823,292.25,-43.43,5.7,
95853,292.25,51.71,3.76,
95865,292.25,-26.98,5.46,
95937,292.5,-2.78,5.03,
95947,292.5,27.95,3.05,Albireo
95951,292.5,27.95,5.12,
95999,292.75,-68.43,5.98,
96014,292.75,50.3,5.55,
96016,292.75,26.61,5.89,
96052,292.75,34.45,4.74,
96100,293,69.65,4.67,
96141,293,-53.18,5.76,
96178,293.25,-45.26,5.59,
96198,293.25,49.25,6,
96229,293.5,7.36,4.45,
96234,293.5,-40.03,5.89,
96258,293.5,51.23,5.71,
96275,293.5,19.76,5,
96288,293.5,42.4,5.34,
96302,293.5,29.45,5.39,
96327,293.75,-10.55,5.12,
96341,293.75,-48.08,4.88,
96406,294,-24.71,5.64,
96441,294,50.21,4.49,
96459,294,44.68,5.17,
96465,294,-24.88,4.59,
96468,294,-1.28,4.36,
96481,294,11.26,5.98,
96483,294,-7.01,4.93,
96496,294.25,-18.21,5.66,
96516,294.25,16.45,5.67,
96536,294.25,-14.3,5.46,
96556,294.25,-4.63,5.45,
96620,294.5,54.96,5.89,
96665,294.75,5.38,5.18,
96683,294.75,30.15,4.68,
96693,294.75,42.81,5.41,
96757,295,18,4.39,
96760,295,-23.41,5.97,
96807,295,-0.61,5.64,
96808,295,-16.28,5.3,
96825,295,45.51,5.06,
96837,295.25,17.46,4.39,
96840,295.25,13.8,5.98,
96895,295.25,50.51,5.99,
96950,295.5,-16.11,5.06,
96957,295.5,11.81,5.28,
96977,295.5,32.41,5.93,
97063,295.75,-15.46,5.49,
97077,295.75,25.76,5.5,
97081,295.75,41.76,5.86,
97118,296,37.35,4.89,
97122,296,69.33,5.9,
97165,296,45.11,2.86,
97229,296.25,7.6,5.89,
97260,296.5,-31.9,5.51,
97278,296.5,10.6,2.72,Tarazed
97290,296.5,-19.75,4.87,
97295,296.5,33.71,5,
97365,296.75,18.53,3.68,
97376,296.75,38.4,5.83,
97402,296.75,25.38,6,
97421,297,-56.35,5.33,
97433,297,70.26,3.84,
97473,297,11.8,5.75,
97496,297,19.13,5.01,
97499,297.25,-10.86,6,
97534,297.25,-72.5,5.39,
97598,297.5,-47.55,5.91,
97630,297.5,38.71,5.18,
97634,297.5,40.58,5.68,
97635,297.5,52.98,5.03,
97646,297.5,-59.18,5.41,
97649,297.5,8.86,0.76,Altair
97650,297.5,-10.75,5.38,
97675,297.75,10.4,5.12,
97679,297.75,22.6,4.9,
97749,297.75,-39.86,5.32,
97757,297.75,47.01,5.6,
97765,298,24.98,5.54,
97774,298,47.91,5.91,
97783,298,-19.03,5.88,
97804,298,1,3.87,
97816,298,-54.96,5.76,
97870,298.25,57.51,5.14,
97871,298.25,-3.1,5.63,
97886,298.25,24.06,4.57,
97928,298.5,-8.56,5.76,
97938,298.5,8.45,4.71,
97961,298.5,24.31,5.56,
97966,298.5,-8.21,5.7,
97980,298.5,0.26,5.6,
97985,298.5,36.98,5.79,
98032,298.75,-41.86,4.12,
98036,298.75,6.4,3.71,Alshain
98055,298.75,52.43,4.91,
98066,298.75,-26.28,4.7,
98068,298.75,38.48,4.95,
98073,298.75,58.83,4.98,
98085,299,16.63,5.71,
98103,299,11.41,5.28,
98110,299,35.08,3.89,
98162,299,-27.16,4.54,
98174,299.25,-58.9,5.24,
98194,299.25,40.36,5.46,
98234,299.25,16.78,5.54,
98258,299.25,-15.48,5.01,
98325,299.5,30.98,5.51,
98332,299.5,-69.15,5.74,
98337,299.5,19.48,3.51,
98353,299.5,-26.18,4.84,
98375,299.75,23.1,5.68,
98383,299.75,45.76,5.92,
98412,299.75,-35.26,4.37,
98416,299.75,-9.95,5.87,
98421,299.75,-34.68,5.3,
98425,299.75,37.03,5.15,
98438,300,17.5,5.33,
98461,300,-37.7,5.95,
98470,300,-33.7,5.65,
98478,300,-66.93,5.75,
98495,300,-72.9,3.97,
98512,300,-45.1,5.8,
98526,300,8.55,5.9,
98543,300.25,27.75,4.66,
98571,300.25,50.1,5.06,
98583,300.25,64.81,5.22,
98608,300.25,-59.36,4.95,
98609,300.25,24.8,5.88,
98624,300.25,-66.93,5.32,
98633,300.25,-13.63,5.69,
98636,300.5,24.93,5.23,
98688,300.5,-27.7,4.43,
98702,300.5,67.86,4.51,
98738,300.75,18.5,5.99,
98754,300.75,16.01,5.73,
98761,300.75,-37.93,4.77,
98767,300.75,29.88,5.73,
98819,301,17.06,5.8,
98823,301,7.26,5.51,
98842,301,-32.05,4.99,
98844,301,-0.7,5.67,
98863,301,32.21,5.62,
98920,301.25,19.98,5.09,
98962,301.25,61.98,5.4,
99026,301.5,53.15,5.81,
99031,301.5,35.96,5.38,
99080,301.5,23.6,5.08,
99120,301.75,-52.86,4.93,
99171,302,-0.66,5.97,
99240,302,-66.16,3.55,
99255,302,77.7,4.38,
99303,302.25,36.83,4.93,
99404,302.5,26.9,5.51,
99461,302.75,-36.08,5.32,
99473,302.75,-0.81,3.24,
99500,302.75,62.06,5.7,
99518,302.75,26.8,5.51,
99531,303,26.46,5.91,
99572,303,-12.61,5.84,
99631,303.25,-1,5.44,
99639,303.25,46.8,4.8,
99655,303.25,56.56,4.28,
99663,303.25,60.63,5.81,
99675,303.25,46.73,3.8,
99738,303.5,28.68,5.19,
99742,303.5,15.18,4.94,
99747,303.5,-52.43,5.65,
99770,303.5,36.8,4.93,
99824,303.75,25.58,4.79,
99825,303.75,-27.01,5.73,
99841,303.75,33.71,5.7,
99848,303.75,47.7,3.96,
99853,303.75,23.5,5.18,
99874,303.75,27.8,4.5,
